neighbourhood_group,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
Manhattan,Private room,81.0,1,1,45.0
Brooklyn,Private room,150.0,4,1,45.0
Manhattan,Entire home/apt,199.0,2,1,1.0
Brooklyn,Private room,99.0,1,8,365.0
Manhattan,Entire home/apt,1731.0,10,2,97.0
Brooklyn,Private room,49.0,8,3,45.0
Manhattan,Private room,79.0,3,5,17.0
Manhattan,Entire home/apt,260.0,3,1,12.0
Manhattan,Shared room,125.0,1,1,365.0
Queens,Entire home/apt,187.0,6,8,275.0
Manhattan,Private room,65.0,2,1,209.0
Brooklyn,Private room,65.0,1,2,111.0
Brooklyn,Entire home/apt,150.0,3,1,45.0
Manhattan,Private room,65.0,1,1,45.0
Brooklyn,Private room,60.0,1,2,122.0
Brooklyn,Private room,69.0,2,1,45.0
Brooklyn,Entire home/apt,150.0,2,1,142.0
Brooklyn,Private room,185.0,2,1,45.0
Brooklyn,Private room,37.0,21,2,45.0
Brooklyn,Entire home/apt,99.0,3,2,47.0
Manhattan,Entire home/apt,160.0,30,96,365.0
Manhattan,Entire home/apt,88.0,2,1,39.0
Brooklyn,Private room,51.0,5,1,89.0
Manhattan,Entire home/apt,250.0,90,1,363.0
Queens,Private room,66.0,1,1,45.0
Queens,Entire home/apt,100.0,1,2,304.0
Manhattan,Entire home/apt,285.0,5,12,153.0
Brooklyn,Private room,55.0,3,1,1.0
Brooklyn,Private room,97.0,2,2,45.0
Brooklyn,Entire home/apt,91.0,2,1,38.0
Manhattan,Entire home/apt,180.0,3,2,273.0
Brooklyn,Private room,50.0,2,2,316.0
Manhattan,Private room,135.0,1,1,45.0
Manhattan,Private room,65.0,30,2,308.0
Brooklyn,Private room,50.0,1,1,45.0
Brooklyn,Entire home/apt,130.0,3,1,49.0
Manhattan,Private room,105.0,1,1,45.0
Queens,Private room,79.0,15,2,259.0
Manhattan,Private room,150.0,1,4,45.0
Queens,Private room,45.0,1,5,175.0
Brooklyn,Entire home/apt,115.0,3,1,45.0
Queens,Private room,48.0,1,1,365.0
Brooklyn,Private room,65.0,2,1,45.0
Queens,Private room,80.0,1,5,49.0
Brooklyn,Private room,54.0,9,8,135.0
Brooklyn,Private room,50.0,3,1,45.0
Brooklyn,Private room,149.0,3,13,74.0
Manhattan,Entire home/apt,175.0,1,1,4.0
Manhattan,Entire home/apt,185.0,2,1,22.0
Brooklyn,Entire home/apt,120.0,2,1,215.0
Manhattan,Entire home/apt,1170.0,80,121,365.0
Manhattan,Entire home/apt,180.0,4,2,3.0
Manhattan,Entire home/apt,220.0,2,1,185.0
Manhattan,Entire home/apt,410.0,30,2,346.0
Manhattan,Entire home/apt,250.0,2,1,7.0
Manhattan,Entire home/apt,150.0,6,2,66.0
Bronx,Entire home/apt,80.0,7,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Manhattan,Private room,50.0,1,1,45.0
Manhattan,Entire home/apt,199.0,2,1,65.0
Brooklyn,Private room,68.0,1,3,45.0
Queens,Entire home/apt,180.0,1,1,361.0
Manhattan,Entire home/apt,190.0,5,1,45.0
Brooklyn,Private room,175.0,2,1,178.0
Brooklyn,Entire home/apt,145.0,4,2,37.0
Brooklyn,Entire home/apt,199.0,3,1,45.0
Manhattan,Entire home/apt,300.0,1,1,45.0
Brooklyn,Private room,180.0,5,2,189.0
Brooklyn,Entire home/apt,70.0,30,1,7.0
Manhattan,Entire home/apt,230.0,180,1,365.0
Brooklyn,Entire home/apt,150.0,2,1,92.0
Manhattan,Private room,77.0,1,1,228.0
Manhattan,Private room,295.0,1,1,45.0
Brooklyn,Entire home/apt,165.0,1,2,287.0
Manhattan,Entire home/apt,135.0,1,1,45.0
Manhattan,Entire home/apt,155.0,2,1,45.0
Queens,Private room,45.0,5,6,212.0
Queens,Entire home/apt,60.0,1,1,297.0
Manhattan,Private room,63.0,1,2,276.0
Queens,Private room,62.0,2,1,358.0
Bronx,Private room,33.0,2,2,282.0
Manhattan,Entire home/apt,180.0,30,96,319.0
Manhattan,Entire home/apt,165.0,30,96,329.0
Manhattan,Entire home/apt,395.0,7,1,45.0
Manhattan,Entire home/apt,100.0,1,1,45.0
Brooklyn,Private room,45.0,1,1,45.0
Manhattan,Private room,175.0,1,1,45.0
Manhattan,Entire home/apt,140.0,1,1,16.0
Brooklyn,Private room,70.0,5,1,45.0
Brooklyn,Entire home/apt,250.0,1,5,365.0
Brooklyn,Entire home/apt,85.0,5,1,45.0
Brooklyn,Private room,30.0,1,1,45.0
Brooklyn,Entire home/apt,140.0,7,1,1.0
Manhattan,Private room,99.0,1,1,45.0
Manhattan,Private room,40.0,1,1,45.0
Brooklyn,Entire home/apt,143.0,3,2,263.0
Brooklyn,Private room,41.0,7,1,45.0
Brooklyn,Private room,49.0,7,4,269.0
Brooklyn,Entire home/apt,145.0,4,1,242.0
Manhattan,Shared room,29.0,1,3,90.0
Manhattan,Private room,55.0,2,4,72.0
Queens,Entire home/apt,199.0,480,1,365.0
Queens,Private room,60.0,1,4,45.0
Manhattan,Entire home/apt,285.0,30,49,364.0
Manhattan,Entire home/apt,278.0,30,49,339.0
Brooklyn,Private room,250.0,1,13,45.0
Queens,Private room,120.0,2,2,89.0
Brooklyn,Entire home/apt,69.0,5,1,45.0
Manhattan,Entire home/apt,125.0,5,1,45.0
Manhattan,Entire home/apt,125.0,10,1,88.0
Manhattan,Entire home/apt,99.0,1,1,45.0
Manhattan,Entire home/apt,165.0,6,1,13.0
Brooklyn,Private room,70.0,1,1,45.0
Bronx,Private room,45.0,6,2,45.0
Manhattan,Private room,60.0,5,5,271.0
Manhattan,Entire home/apt,239.0,5,3,30.0
Brooklyn,Private room,50.0,7,3,243.0
Brooklyn,Private room,75.0,3,1,45.0
Brooklyn,Private room,55.0,30,1,45.0
Brooklyn,Private room,44.0,2,1,6.0
Manhattan,Private room,55.0,10,1,45.0
Manhattan,Private room,80.0,1,1,45.0
Brooklyn,Entire home/apt,200.0,10,1,280.0
Bronx,Private room,65.0,1,1,45.0
Manhattan,Private room,70.0,2,1,283.0
Brooklyn,Entire home/apt,70.0,6,1,203.0
Manhattan,Entire home/apt,170.0,1,1,45.0
Manhattan,Entire home/apt,145.0,5,1,236.0
Brooklyn,Private room,90.0,5,1,45.0
Staten Island,Entire home/apt,80.0,2,1,324.0
Manhattan,Entire home/apt,130.0,1,2,53.0
Brooklyn,Private room,75.0,3,1,45.0
Brooklyn,Entire home/apt,78.0,2,1,217.0
Bronx,Private room,40.0,2,1,276.0
Brooklyn,Entire home/apt,83.0,4,1,201.0
Brooklyn,Private room,60.0,3,1,116.0
Manhattan,Private room,80.0,3,1,3.0
Manhattan,Private room,75.0,120,1,173.0
Manhattan,Private room,110.0,1,6,165.0
Brooklyn,Entire home/apt,135.0,2,1,242.0
Brooklyn,Private room,150.0,2,1,35.0
Manhattan,Entire home/apt,1200.0,2,1,45.0
Brooklyn,Entire home/apt,85.0,2,1,246.0
Brooklyn,Entire home/apt,90.0,2,1,93.0
Bronx,Shared room,150.0,1,1,364.0
Brooklyn,Entire home/apt,349.0,2,1,337.0
Manhattan,Shared room,65.0,5,1,89.0
Manhattan,Entire home/apt,95.0,2,1,92.0
Brooklyn,Private room,80.0,1,1,45.0
Brooklyn,Private room,100.0,1,1,45.0
Brooklyn,Private room,65.0,1,1,45.0
Manhattan,Entire home/apt,145.0,1,1,45.0
Brooklyn,Entire home/apt,195.0,4,1,236.0
Brooklyn,Shared room,50.0,1,5,365.0
Brooklyn,Private room,50.0,30,4,326.0
Manhattan,Private room,35.0,3,2,31.0
Manhattan,Private room,200.0,1,1,45.0
Manhattan,Private room,325.0,2,2,139.0
Manhattan,Private room,105.0,4,1,45.0
Brooklyn,Entire home/apt,155.0,2,3,262.0
Brooklyn,Private room,62.0,1,1,334.0
Manhattan,Private room,85.0,3,1,61.0
Brooklyn,Private room,75.0,1,1,45.0
Brooklyn,Entire home/apt,94.0,1,1,4.0
Brooklyn,Entire home/apt,95.0,30,2,27.0
Brooklyn,Private room,79.0,3,7,358.0
Brooklyn,Private room,40.0,5,1,45.0
Queens,Entire home/apt,150.0,14,2,45.0
Manhattan,Entire home/apt,245.0,30,49,364.0
Bronx,Entire home/apt,89.0,1,3,104.0
Brooklyn,Private room,35.0,6,1,160.0
Brooklyn,Private room,250.0,5,1,45.0
Brooklyn,Entire home/apt,145.0,2,1,271.0
Brooklyn,Private room,39.0,4,2,45.0
Queens,Private room,50.0,1,2,1.0
Manhattan,Private room,108.0,2,1,51.0
Manhattan,Entire home/apt,185.0,2,1,233.0
Brooklyn,Entire home/apt,190.0,31,1,288.0
Queens,Private room,129.0,1,8,250.0
Brooklyn,Private room,60.0,7,1,45.0
Brooklyn,Private room,75.0,3,1,67.0
Manhattan,Entire home/apt,154.0,30,12,18.0
Manhattan,Entire home/apt,230.0,30,49,363.0
Bronx,Private room,28.0,2,3,108.0
Brooklyn,Entire home/apt,110.0,3,1,45.0
Manhattan,Private room,90.0,2,1,45.0
Brooklyn,Private room,38.0,7,1,45.0
Brooklyn,Entire home/apt,110.0,3,1,45.0
Manhattan,Entire home/apt,185.0,4,1,7.0
Queens,Private room,84.0,1,1,69.0
Brooklyn,Entire home/apt,350.0,5,1,274.0
Manhattan,Private room,120.0,1,1,17.0
Queens,Entire home/apt,95.0,1,1,45.0
Queens,Entire home/apt,99.0,4,1,45.0
Manhattan,Private room,195.0,3,1,265.0
Brooklyn,Entire home/apt,150.0,3,2,277.0
Brooklyn,Entire home/apt,200.0,1,1,12.0
Brooklyn,Private room,75.0,1,1,45.0
Brooklyn,Private room,35.0,14,1,45.0
Manhattan,Private room,80.0,4,1,45.0
Brooklyn,Entire home/apt,135.0,6,1,188.0
Manhattan,Private room,200.0,3,4,333.0
Brooklyn,Entire home/apt,250.0,3,1,45.0
Manhattan,Entire home/apt,140.0,1,1,256.0
Manhattan,Entire home/apt,700.0,5,1,266.0
Brooklyn,Entire home/apt,75.0,1,1,45.0
Brooklyn,Private room,69.0,3,1,317.0
Brooklyn,Entire home/apt,123.0,3,1,45.0
Manhattan,Private room,70.0,1,1,45.0
Queens,Entire home/apt,70.0,4,1,45.0
Brooklyn,Private room,125.0,4,5,180.0
Manhattan,Entire home/apt,299.0,2,1,221.0
Manhattan,Private room,120.0,5,1,45.0
Brooklyn,Private room,55.0,3,1,286.0
Brooklyn,Private room,36.0,1,2,45.0
Manhattan,Entire home/apt,300.0,3,1,45.0
Manhattan,Entire home/apt,150.0,5,1,45.0
Queens,Private room,40.0,2,3,336.0
Manhattan,Private room,70.0,1,1,45.0
Brooklyn,Private room,59.0,1,1,325.0
Brooklyn,Entire home/apt,85.0,180,1,1.0
Brooklyn,Private room,50.0,1,1,45.0
Manhattan,Entire home/apt,255.0,31,1,317.0
Staten Island,Private room,50.0,1,1,45.0
Brooklyn,Entire home/apt,82.0,4,2,45.0
Manhattan,Private room,99.0,2,1,105.0
Brooklyn,Private room,33.0,1,2,231.0
Manhattan,Entire home/apt,150.0,1,1,45.0
Manhattan,Entire home/apt,229.0,2,3,283.0
Brooklyn,Private room,85.0,2,1,281.0
Manhattan,Entire home/apt,124.0,3,1,247.0
Brooklyn,Entire home/apt,171.0,1,1,293.0
Manhattan,Entire home/apt,152.0,1,1,45.0
Manhattan,Private room,100.0,3,3,349.0
Brooklyn,Entire home/apt,70.0,1,1,45.0
Manhattan,Entire home/apt,177.0,3,3,175.0
Brooklyn,Private room,60.0,1,1,45.0
Brooklyn,Private room,38.0,2,1,45.0
Queens,Private room,75.0,3,1,45.0
Queens,Private room,50.0,1,1,188.0
Manhattan,Entire home/apt,165.0,3,1,278.0
Queens,Entire home/apt,87.0,4,4,58.0
Manhattan,Entire home/apt,1100.0,2,2,268.0
Brooklyn,Entire home/apt,2100.0,120,1,363.0
Manhattan,Private room,199.0,3,2,276.0
Manhattan,Private room,280.0,2,1,317.0
Manhattan,Entire home/apt,250.0,1,1,45.0
Brooklyn,Entire home/apt,175.0,2,2,67.0
Manhattan,Entire home/apt,450.0,5,1,329.0
Manhattan,Entire home/apt,198.0,30,49,364.0
Manhattan,Entire home/apt,131.0,3,1,317.0
Brooklyn,Private room,139.0,4,1,307.0
Brooklyn,Private room,39.0,1,10,33.0
Manhattan,Entire home/apt,140.0,2,1,110.0
Brooklyn,Private room,54.0,2,1,333.0
Queens,Private room,40.0,16,2,146.0
Manhattan,Private room,75.0,2,2,325.0
Brooklyn,Private room,35.0,1,1,45.0
Queens,Private room,100.0,15,2,61.0
Manhattan,Entire home/apt,600.0,5,1,338.0
Brooklyn,Entire home/apt,619.0,5,1,54.0
Brooklyn,Entire home/apt,225.0,3,1,135.0
Queens,Entire home/apt,120.0,4,4,51.0
Brooklyn,Private room,50.0,1,4,189.0
Manhattan,Entire home/apt,160.0,4,1,343.0
Manhattan,Entire home/apt,140.0,4,1,45.0
Manhattan,Private room,120.0,12,1,45.0
Manhattan,Entire home/apt,225.0,30,49,348.0
Manhattan,Entire home/apt,240.0,1,1,45.0
Brooklyn,Private room,79.0,1,1,45.0
Manhattan,Entire home/apt,165.0,2,1,35.0
Manhattan,Private room,75.0,1,1,45.0
Queens,Private room,59.0,1,1,176.0
Manhattan,Shared room,70.0,1,1,55.0
Bronx,Entire home/apt,325.0,2,1,153.0
Brooklyn,Entire home/apt,98.0,1,1,293.0
Manhattan,Private room,109.0,1,1,45.0
Manhattan,Entire home/apt,150.0,2,1,300.0
Manhattan,Private room,190.0,2,2,38.0
Manhattan,Private room,90.0,1,2,361.0
Manhattan,Entire home/apt,200.0,1,1,45.0
Brooklyn,Entire home/apt,80.0,3,2,45.0
Manhattan,Private room,89.0,5,2,80.0
Brooklyn,Private room,39.0,1,10,158.0
Manhattan,Private room,70.0,1,1,45.0
Brooklyn,Private room,70.0,2,1,37.0
Manhattan,Private room,120.0,3,2,45.0
Brooklyn,Entire home/apt,133.0,2,1,45.0
Brooklyn,Entire home/apt,100.0,5,1,269.0
Brooklyn,Entire home/apt,150.0,4,1,365.0
Manhattan,Entire home/apt,700.0,2,1,54.0
Manhattan,Private room,42.0,1,3,259.0
Manhattan,Private room,250.0,3,2,198.0
Brooklyn,Private room,55.0,30,1,365.0
Manhattan,Private room,150.0,2,3,333.0
Manhattan,Entire home/apt,199.0,3,1,48.0
Manhattan,Private room,44.0,6,1,335.0
Brooklyn,Private room,39.0,1,10,33.0
Manhattan,Private room,90.0,5,2,8.0
Manhattan,Private room,139.0,1,1,45.0
Brooklyn,Entire home/apt,250.0,7,1,45.0
Manhattan,Entire home/apt,120.0,5,2,303.0
Brooklyn,Private room,85.0,2,1,151.0
Brooklyn,Private room,99.0,2,1,231.0
Brooklyn,Entire home/apt,469.0,9,2,48.0
Manhattan,Entire home/apt,169.0,3,1,39.0
Manhattan,Entire home/apt,600.0,3,1,45.0
Manhattan,Private room,91.0,2,1,80.0
Queens,Entire home/apt,120.0,3,1,303.0
Queens,Entire home/apt,118.0,2,1,337.0
Manhattan,Entire home/apt,159.0,2,1,361.0
Queens,Private room,65.0,2,1,314.0
Brooklyn,Entire home/apt,125.0,2,1,105.0
Manhattan,Private room,57.0,3,8,341.0
Brooklyn,Entire home/apt,160.0,2,1,304.0
Brooklyn,Entire home/apt,160.0,2,1,6.0
Manhattan,Private room,499.0,3,1,45.0
Brooklyn,Entire home/apt,250.0,2,2,365.0
Manhattan,Entire home/apt,194.0,5,1,102.0
Brooklyn,Private room,45.0,5,1,45.0
Manhattan,Entire home/apt,140.0,10,1,45.0
Manhattan,Private room,100.0,2,1,235.0
Manhattan,Entire home/apt,200.0,2,1,36.0
Brooklyn,Entire home/apt,300.0,3,1,338.0
Queens,Entire home/apt,125.0,1,1,234.0
Brooklyn,Shared room,45.0,1,5,351.0
Brooklyn,Entire home/apt,75.0,3,2,256.0
Brooklyn,Entire home/apt,176.0,3,1,54.0
Manhattan,Entire home/apt,199.0,4,1,45.0
Brooklyn,Shared room,45.0,1,5,342.0
Brooklyn,Entire home/apt,200.0,1,1,45.0
Manhattan,Private room,65.0,1,1,45.0
Manhattan,Private room,399.0,6,1,45.0
Brooklyn,Entire home/apt,250.0,4,2,188.0
Brooklyn,Entire home/apt,205.0,3,1,172.0
Brooklyn,Entire home/apt,200.0,1,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Brooklyn,Private room,70.0,1,1,45.0
Manhattan,Private room,70.0,2,2,45.0
Manhattan,Entire home/apt,175.0,3,1,45.0
Manhattan,Entire home/apt,140.0,30,12,256.0
Brooklyn,Entire home/apt,690.0,1,1,169.0
Manhattan,Private room,110.0,3,1,45.0
Manhattan,Entire home/apt,421.0,30,3,45.0
Brooklyn,Private room,67.0,60,1,266.0
Manhattan,Private room,125.0,3,3,45.0
Manhattan,Private room,180.0,3,1,362.0
Manhattan,Private room,100.0,1,2,263.0
Manhattan,Entire home/apt,230.0,30,3,176.0
Brooklyn,Entire home/apt,112.0,2,2,291.0
Queens,Private room,100.0,1,1,45.0
Queens,Entire home/apt,85.0,3,1,45.0
Manhattan,Entire home/apt,200.0,30,39,311.0
Brooklyn,Private room,52.0,2,1,90.0
Manhattan,Private room,50.0,4,2,162.0
Brooklyn,Entire home/apt,300.0,29,2,312.0
Staten Island,Private room,99.0,1,1,325.0
Brooklyn,Entire home/apt,140.0,2,1,45.0
Manhattan,Private room,55.0,1,1,45.0
Brooklyn,Entire home/apt,120.0,5,1,45.0
Queens,Entire home/apt,110.0,30,1,66.0
Queens,Entire home/apt,90.0,2,1,266.0
Brooklyn,Private room,41.0,7,4,292.0
Brooklyn,Entire home/apt,135.0,30,1,281.0
Manhattan,Private room,100.0,1,1,45.0
Manhattan,Private room,90.0,10,1,8.0
Manhattan,Entire home/apt,186.0,7,1,45.0
Manhattan,Entire home/apt,250.0,4,1,45.0
Brooklyn,Entire home/apt,121.0,2,2,45.0
Manhattan,Private room,65.0,14,4,185.0
Manhattan,Entire home/apt,189.0,2,1,37.0
Brooklyn,Private room,130.0,4,5,364.0
Manhattan,Entire home/apt,180.0,1,1,45.0
Manhattan,Entire home/apt,200.0,1,1,45.0
Manhattan,Entire home/apt,450.0,6,1,364.0
Manhattan,Entire home/apt,235.0,2,5,184.0
Queens,Private room,40.0,7,1,45.0
Manhattan,Private room,90.0,2,1,28.0
Manhattan,Private room,128.0,1,2,235.0
Manhattan,Entire home/apt,149.0,5,1,12.0
Manhattan,Shared room,80.0,1,1,45.0
Bronx,Entire home/apt,100.0,2,1,324.0
Manhattan,Entire home/apt,200.0,1,1,45.0
Brooklyn,Private room,68.0,2,1,45.0
Manhattan,Entire home/apt,199.0,1,1,349.0
Brooklyn,Private room,65.0,2,1,45.0
Manhattan,Private room,45.0,1,1,90.0
Brooklyn,Private room,39.0,2,3,117.0
Manhattan,Shared room,60.0,10,2,45.0
Manhattan,Entire home/apt,400.0,1,1,45.0
Brooklyn,Entire home/apt,155.0,3,1,251.0
Brooklyn,Entire home/apt,149.0,5,1,45.0
Brooklyn,Entire home/apt,150.0,2,1,45.0
Brooklyn,Entire home/apt,77.0,2,2,265.0
Staten Island,Private room,110.0,2,1,364.0
Manhattan,Shared room,62.0,1,1,333.0
Queens,Private room,55.0,1,5,344.0
Manhattan,Entire home/apt,133.0,28,1,45.0
Brooklyn,Entire home/apt,98.0,3,1,342.0
Brooklyn,Entire home/apt,172.0,30,21,362.0
Manhattan,Entire home/apt,100.0,1,1,45.0
Brooklyn,Entire home/apt,205.0,2,1,45.0
Manhattan,Entire home/apt,99.0,14,1,45.0
Brooklyn,Entire home/apt,75.0,1,1,45.0
Brooklyn,Private room,100.0,1,1,45.0
Manhattan,Entire home/apt,245.0,3,1,184.0
Brooklyn,Entire home/apt,110.0,5,2,45.0
Queens,Private room,50.0,4,2,211.0
Manhattan,Private room,70.0,3,3,345.0
Brooklyn,Entire home/apt,250.0,2,2,243.0
Queens,Private room,75.0,4,1,324.0
Queens,Private room,30.0,14,1,45.0
Brooklyn,Entire home/apt,100.0,1,1,45.0
Manhattan,Entire home/apt,150.0,2,1,45.0
Manhattan,Private room,100.0,3,1,66.0
Brooklyn,Entire home/apt,70.0,3,2,45.0
Manhattan,Private room,119.0,2,1,66.0
Manhattan,Private room,52.0,3,1,45.0
Manhattan,Entire home/apt,1100.0,6,4,313.0
Manhattan,Private room,100.0,3,1,45.0
Brooklyn,Entire home/apt,250.0,7,3,45.0
Bronx,Entire home/apt,109.0,3,2,58.0
Manhattan,Entire home/apt,125.0,1,1,45.0
Brooklyn,Entire home/apt,200.0,3,1,354.0
Brooklyn,Private room,45.0,2,1,339.0
Brooklyn,Private room,34.0,1,1,45.0
Brooklyn,Entire home/apt,120.0,7,2,45.0
Queens,Entire home/apt,145.0,2,1,302.0
Manhattan,Entire home/apt,199.0,2,1,45.0
Brooklyn,Entire home/apt,140.0,1,2,45.0
Manhattan,Entire home/apt,60.0,15,1,45.0
Brooklyn,Entire home/apt,195.0,5,1,26.0
Manhattan,Entire home/apt,150.0,1,1,45.0
Manhattan,Entire home/apt,120.0,1,1,45.0
Brooklyn,Shared room,29.0,8,4,53.0
Manhattan,Entire home/apt,275.0,1,1,45.0
Queens,Private room,55.0,5,1,314.0
Brooklyn,Entire home/apt,185.0,2,1,105.0
Manhattan,Entire home/apt,195.0,1,1,103.0
Manhattan,Private room,149.0,3,1,62.0
Brooklyn,Private room,60.0,1,1,45.0
Brooklyn,Private room,38.0,2,1,43.0
Manhattan,Entire home/apt,200.0,1,2,365.0
Brooklyn,Private room,60.0,1,1,45.0
Brooklyn,Private room,60.0,2,1,354.0
Manhattan,Entire home/apt,100.0,2,1,45.0
Manhattan,Private room,80.0,2,1,140.0
Brooklyn,Private room,40.0,20,1,45.0
Manhattan,Entire home/apt,425.0,2,1,45.0
Manhattan,Private room,90.0,7,1,45.0
Manhattan,Entire home/apt,800.0,1,1,45.0
Manhattan,Private room,60.0,3,2,82.0
Brooklyn,Private room,70.0,4,2,159.0
Brooklyn,Entire home/apt,120.0,2,1,45.0
Queens,Entire home/apt,200.0,1,1,354.0
Brooklyn,Private room,90.0,1,1,45.0
Manhattan,Private room,65.0,3,1,45.0
Manhattan,Entire home/apt,130.0,2,1,13.0
Manhattan,Private room,64.0,3,1,40.0
Manhattan,Private room,135.0,2,1,42.0
Manhattan,Entire home/apt,400.0,3,1,261.0
Manhattan,Shared room,40.0,1,2,173.0
Manhattan,Private room,83.0,2,3,1.0
Brooklyn,Private room,45.0,3,1,80.0
Manhattan,Private room,115.0,4,3,29.0
Brooklyn,Private room,74.0,1,4,4.0
Brooklyn,Private room,45.0,1,1,134.0
Brooklyn,Private room,48.0,2,1,248.0
Manhattan,Entire home/apt,131.0,1,1,45.0
Manhattan,Private room,100.0,1,2,365.0
Brooklyn,Entire home/apt,100.0,1,1,45.0
Manhattan,Private room,80.0,3,1,133.0
Brooklyn,Entire home/apt,155.0,2,1,223.0
Manhattan,Entire home/apt,270.0,4,2,15.0
Brooklyn,Private room,97.0,1,1,9.0
Manhattan,Private room,85.0,1,1,45.0
Brooklyn,Entire home/apt,99.0,5,3,27.0
Manhattan,Entire home/apt,116.0,120,1,45.0
Manhattan,Private room,130.0,2,1,355.0
Manhattan,Entire home/apt,295.0,1,1,45.0
Manhattan,Entire home/apt,149.0,5,1,45.0
Brooklyn,Private room,72.0,1,4,5.0
Brooklyn,Entire home/apt,250.0,1,1,45.0
Brooklyn,Entire home/apt,100.0,2,1,318.0
Manhattan,Private room,80.0,1,1,45.0
Bronx,Private room,35.0,1,4,11.0
Brooklyn,Entire home/apt,229.0,3,3,231.0
Manhattan,Entire home/apt,325.0,1,1,45.0
Queens,Private room,70.0,1,3,349.0
Manhattan,Private room,99.0,2,2,131.0
Brooklyn,Entire home/apt,225.0,10,4,350.0
Brooklyn,Entire home/apt,99.0,10,1,45.0
Brooklyn,Private room,60.0,4,1,45.0
Brooklyn,Private room,87.0,2,1,10.0
Manhattan,Entire home/apt,125.0,1,1,320.0
Brooklyn,Private room,33.0,7,1,45.0
Queens,Private room,37.0,1,1,45.0
Brooklyn,Entire home/apt,228.0,1,1,45.0
Manhattan,Entire home/apt,82.0,1,1,45.0
Manhattan,Entire home/apt,125.0,4,1,45.0
Brooklyn,Entire home/apt,250.0,2,1,45.0
Manhattan,Entire home/apt,169.0,30,1,364.0
Manhattan,Entire home/apt,150.0,6,1,174.0
Manhattan,Shared room,100.0,15,2,45.0
Queens,Entire home/apt,75.0,1,1,45.0
Manhattan,Entire home/apt,219.0,1,2,341.0
Manhattan,Private room,75.0,2,1,45.0
Brooklyn,Shared room,25.0,3,2,349.0
Manhattan,Entire home/apt,190.0,3,1,249.0
Manhattan,Entire home/apt,149.0,1,1,45.0
Manhattan,Entire home/apt,100.0,4,1,45.0
Manhattan,Private room,99.0,12,1,45.0
Brooklyn,Private room,40.0,7,1,45.0
Manhattan,Entire home/apt,170.0,2,2,63.0
Brooklyn,Private room,49.0,2,2,59.0
Manhattan,Entire home/apt,190.0,4,1,207.0
Brooklyn,Entire home/apt,119.0,4,1,111.0
Manhattan,Private room,100.0,3,4,303.0
Manhattan,Entire home/apt,200.0,3,1,165.0
Brooklyn,Private room,50.0,1,1,45.0
Manhattan,Private room,50.0,3,1,113.0
Manhattan,Private room,83.0,2,1,80.0
Brooklyn,Entire home/apt,207.0,2,4,1.0
Queens,Private room,55.0,1,1,21.0
Manhattan,Entire home/apt,455.0,2,1,45.0
Brooklyn,Private room,79.0,2,1,2.0
Manhattan,Entire home/apt,125.0,30,1,45.0
Brooklyn,Private room,52.0,4,2,157.0
Brooklyn,Private room,45.0,500,1,358.0
Brooklyn,Entire home/apt,110.0,4,2,50.0
Brooklyn,Entire home/apt,110.0,2,1,45.0
Queens,Private room,75.0,2,1,45.0
Manhattan,Private room,137.0,1,1,32.0
Manhattan,Entire home/apt,90.0,4,1,45.0
Manhattan,Entire home/apt,120.0,1,1,45.0
Manhattan,Entire home/apt,550.0,1,3,267.0
Queens,Private room,27.0,1,1,45.0
Manhattan,Entire home/apt,450.0,30,96,327.0
Manhattan,Entire home/apt,199.0,2,1,39.0
Brooklyn,Entire home/apt,219.0,2,1,275.0
Manhattan,Entire home/apt,79.0,1,1,290.0
Manhattan,Entire home/apt,150.0,1,1,7.0
Manhattan,Private room,69.0,2,9,365.0
Manhattan,Entire home/apt,149.0,10,1,14.0
Brooklyn,Entire home/apt,100.0,1,1,45.0
Manhattan,Entire home/apt,110.0,1,1,348.0
Brooklyn,Private room,70.0,1,1,45.0
Manhattan,Entire home/apt,500.0,4,1,249.0
Bronx,Entire home/apt,85.0,2,1,304.0
Brooklyn,Entire home/apt,185.0,30,1,212.0
Brooklyn,Entire home/apt,200.0,1,1,45.0
Brooklyn,Private room,50.0,1,13,286.0
Brooklyn,Private room,65.0,1,1,35.0
Brooklyn,Private room,200.0,1,1,45.0
Queens,Entire home/apt,104.0,2,1,195.0
Brooklyn,Private room,60.0,7,1,45.0
Brooklyn,Entire home/apt,390.0,4,2,13.0
Brooklyn,Entire home/apt,96.0,2,1,256.0
Brooklyn,Private room,50.0,2,1,45.0
Bronx,Entire home/apt,90.0,2,2,319.0
Manhattan,Entire home/apt,190.0,2,4,270.0
Brooklyn,Entire home/apt,165.0,4,1,43.0
Brooklyn,Entire home/apt,90.0,7,1,71.0
Manhattan,Private room,50.0,1,1,45.0
Manhattan,Private room,550.0,1,1,45.0
Brooklyn,Entire home/apt,180.0,4,1,185.0
Brooklyn,Entire home/apt,145.0,1,1,47.0
Brooklyn,Private room,60.0,7,1,45.0
Manhattan,Entire home/apt,550.0,30,96,352.0
Manhattan,Private room,57.0,3,1,247.0
Manhattan,Entire home/apt,120.0,3,1,45.0
Manhattan,Private room,70.0,1,1,41.0
Brooklyn,Private room,80.0,1,1,233.0
Brooklyn,Entire home/apt,80.0,7,3,161.0
