neighbourhood_group,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
Brooklyn,Private room,50.0,5,1,66.0
Brooklyn,Private room,62.0,4,1,45.0
Manhattan,Entire home/apt,150.0,26,1,225.0
Manhattan,Private room,75.0,2,1,45.0
Brooklyn,Private room,65.0,10,1,45.0
Manhattan,Private room,60.0,2,1,45.0
Queens,Entire home/apt,96.0,2,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Manhattan,Private room,84.0,2,1,45.0
Brooklyn,Private room,45.0,2,1,45.0
Manhattan,Entire home/apt,100.0,3,1,45.0
Manhattan,Entire home/apt,349.0,2,1,45.0
Manhattan,Entire home/apt,99.0,1,1,45.0
Brooklyn,Entire home/apt,140.0,2,1,45.0
Brooklyn,Private room,65.0,7,1,45.0
Manhattan,Entire home/apt,300.0,2,1,45.0
Brooklyn,Entire home/apt,300.0,2,1,45.0
Manhattan,Entire home/apt,150.0,1,1,45.0
Manhattan,Entire home/apt,110.0,4,1,45.0
Manhattan,Private room,100.0,1,1,45.0
Manhattan,Private room,74.0,2,1,45.0
Brooklyn,Private room,49.0,1,1,45.0
Manhattan,Private room,68.0,14,1,45.0
Manhattan,Entire home/apt,275.0,1,1,45.0
Brooklyn,Private room,30.0,6,1,45.0
Manhattan,Entire home/apt,100.0,2,1,45.0
Brooklyn,Private room,80.0,1,2,281.0
Brooklyn,Private room,60.0,1,1,45.0
Manhattan,Entire home/apt,300.0,3,1,45.0
Brooklyn,Entire home/apt,108.0,2,1,45.0
Brooklyn,Private room,76.0,1,1,45.0
Brooklyn,Private room,42.0,1,2,45.0
Manhattan,Private room,40.0,1,1,45.0
Queens,Private room,60.0,1,1,45.0
Manhattan,Entire home/apt,450.0,3,1,45.0
Manhattan,Entire home/apt,260.0,1,1,45.0
Manhattan,Private room,95.0,1,1,45.0
Brooklyn,Private room,80.0,1,1,45.0
Manhattan,Entire home/apt,120.0,3,1,45.0
Manhattan,Entire home/apt,300.0,2,1,45.0
Manhattan,Entire home/apt,135.0,7,1,45.0
Manhattan,Entire home/apt,228.0,1,1,45.0
Manhattan,Private room,85.0,1,2,45.0
Brooklyn,Private room,55.0,1,1,45.0
Brooklyn,Entire home/apt,98.0,1,1,45.0
Manhattan,Private room,96.0,1,1,45.0
Brooklyn,Entire home/apt,800.0,3,1,178.0
Manhattan,Entire home/apt,75.0,3,1,45.0
Manhattan,Shared room,70.0,1,1,45.0
Brooklyn,Private room,48.0,1,1,45.0
Manhattan,Private room,84.0,2,1,45.0
Manhattan,Entire home/apt,180.0,1,4,45.0
Brooklyn,Private room,50.0,3,1,45.0
Manhattan,Entire home/apt,200.0,3,1,45.0
Manhattan,Entire home/apt,175.0,3,1,45.0
Brooklyn,Entire home/apt,80.0,30,1,45.0
Manhattan,Private room,110.0,3,1,45.0
Manhattan,Entire home/apt,200.0,1,1,45.0
Manhattan,Entire home/apt,110.0,30,31,145.0
Brooklyn,Entire home/apt,86.0,30,1,45.0
Manhattan,Shared room,80.0,1,1,45.0
Manhattan,Private room,79.0,2,1,45.0
Manhattan,Private room,75.0,3,1,89.0
Manhattan,Entire home/apt,140.0,7,1,45.0
Brooklyn,Entire home/apt,175.0,2,1,45.0
Manhattan,Entire home/apt,200.0,4,1,45.0
Manhattan,Private room,91.0,1,1,45.0
Brooklyn,Entire home/apt,75.0,7,1,45.0
Manhattan,Entire home/apt,225.0,90,1,362.0
Brooklyn,Entire home/apt,200.0,2,1,45.0
Manhattan,Entire home/apt,120.0,1,1,45.0
Manhattan,Entire home/apt,175.0,2,1,45.0
Manhattan,Entire home/apt,160.0,2,2,45.0
Brooklyn,Private room,45.0,2,1,45.0
Manhattan,Private room,100.0,3,1,45.0
Manhattan,Shared room,61.0,1,2,45.0
Manhattan,Private room,95.0,5,3,45.0
Brooklyn,Private room,70.0,1,1,45.0
Brooklyn,Entire home/apt,85.0,1,1,45.0
Manhattan,Entire home/apt,179.0,2,1,45.0
Manhattan,Private room,100.0,1,1,45.0
Manhattan,Entire home/apt,200.0,4,1,45.0
Manhattan,Entire home/apt,200.0,2,1,45.0
Brooklyn,Entire home/apt,200.0,2,1,45.0
Manhattan,Entire home/apt,245.0,2,1,45.0
Manhattan,Private room,78.0,1,3,45.0
Manhattan,Private room,79.0,1,3,45.0
Brooklyn,Entire home/apt,90.0,5,1,45.0
Manhattan,Entire home/apt,250.0,2,1,45.0
Manhattan,Entire home/apt,175.0,1,1,45.0
Manhattan,Entire home/apt,139.0,7,1,45.0
Brooklyn,Entire home/apt,127.0,180,1,365.0
Brooklyn,Private room,70.0,2,1,45.0
Manhattan,Entire home/apt,135.0,3,1,45.0
Manhattan,Entire home/apt,145.0,1,1,45.0
Brooklyn,Private room,75.0,4,1,45.0
Brooklyn,Private room,45.0,1,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Manhattan,Entire home/apt,185.0,2,1,45.0
Brooklyn,Entire home/apt,74.0,1,2,27.0
Brooklyn,Private room,50.0,7,2,45.0
Brooklyn,Private room,60.0,1,2,45.0
Brooklyn,Entire home/apt,150.0,3,1,45.0
Manhattan,Private room,30.0,14,1,45.0
Manhattan,Entire home/apt,150.0,5,3,37.0
Brooklyn,Private room,69.0,2,1,45.0
Brooklyn,Entire home/apt,120.0,3,2,45.0
Manhattan,Entire home/apt,160.0,3,1,45.0
Brooklyn,Entire home/apt,150.0,2,1,45.0
Manhattan,Entire home/apt,70.0,21,1,45.0
Manhattan,Private room,45.0,14,1,45.0
Manhattan,Entire home/apt,219.0,2,1,45.0
Manhattan,Entire home/apt,109.0,30,121,184.0
Brooklyn,Entire home/apt,199.0,3,1,45.0
Manhattan,Private room,59.0,1,1,45.0
Manhattan,Entire home/apt,130.0,3,1,45.0
Manhattan,Entire home/apt,40.0,3,1,45.0
Manhattan,Private room,70.0,1,1,45.0
Manhattan,Entire home/apt,199.0,1,1,45.0
Brooklyn,Entire home/apt,125.0,3,1,45.0
Queens,Shared room,75.0,5,1,45.0
Manhattan,Entire home/apt,89.0,1,1,45.0
Manhattan,Entire home/apt,220.0,1,2,45.0
Manhattan,Private room,64.0,3,1,45.0
Brooklyn,Entire home/apt,130.0,14,1,25.0
Manhattan,Private room,90.0,1,2,45.0
Manhattan,Private room,59.0,60,1,45.0
Manhattan,Private room,95.0,1,1,45.0
Bronx,Private room,95.0,2,1,173.0
Queens,Entire home/apt,100.0,2,1,45.0
Brooklyn,Private room,65.0,2,1,156.0
Manhattan,Entire home/apt,150.0,7,1,45.0
Queens,Private room,60.0,30,2,363.0
Brooklyn,Entire home/apt,85.0,1,1,45.0
Manhattan,Private room,75.0,2,1,45.0
Manhattan,Entire home/apt,495.0,5,1,45.0
Brooklyn,Entire home/apt,145.0,2,1,45.0
Queens,Entire home/apt,70.0,5,1,45.0
Brooklyn,Private room,60.0,1,2,45.0
Manhattan,Private room,60.0,1,1,45.0
Brooklyn,Private room,60.0,14,2,45.0
Manhattan,Private room,50.0,3,1,45.0
Brooklyn,Private room,35.0,3,1,45.0
Brooklyn,Private room,89.0,5,2,45.0
Manhattan,Entire home/apt,100.0,2,1,45.0
Queens,Private room,30.0,7,1,45.0
Manhattan,Private room,49.0,1,1,45.0
Brooklyn,Private room,96.0,3,1,45.0
Brooklyn,Private room,90.0,1,1,45.0
Manhattan,Entire home/apt,169.0,30,121,364.0
Brooklyn,Private room,49.0,1,1,45.0
Brooklyn,Entire home/apt,75.0,3,1,45.0
Manhattan,Private room,100.0,1,1,45.0
Manhattan,Entire home/apt,279.0,3,1,45.0
Brooklyn,Entire home/apt,100.0,5,1,45.0
Manhattan,Entire home/apt,150.0,1,1,45.0
Brooklyn,Entire home/apt,100.0,19,2,6.0
Manhattan,Entire home/apt,999.0,2,1,45.0
Manhattan,Private room,95.0,1,1,45.0
Brooklyn,Private room,55.0,7,1,45.0
Brooklyn,Private room,32.0,10,3,45.0
Brooklyn,Entire home/apt,350.0,3,1,45.0
Manhattan,Private room,90.0,1,1,45.0
Manhattan,Private room,150.0,2,2,45.0
Manhattan,Private room,120.0,1,4,45.0
Brooklyn,Entire home/apt,189.0,2,1,45.0
Manhattan,Private room,80.0,1,4,45.0
Manhattan,Entire home/apt,450.0,20,1,45.0
Manhattan,Entire home/apt,249.0,5,1,45.0
Brooklyn,Private room,63.0,7,1,45.0
Brooklyn,Shared room,400.0,1,2,364.0
Brooklyn,Private room,40.0,4,1,45.0
Manhattan,Entire home/apt,100.0,2,1,45.0
Manhattan,Private room,62.0,28,1,45.0
Manhattan,Entire home/apt,199.0,2,1,45.0
Manhattan,Entire home/apt,250.0,2,2,68.0
Brooklyn,Private room,40.0,3,1,45.0
Manhattan,Entire home/apt,195.0,2,1,45.0
Manhattan,Entire home/apt,79.0,2,1,45.0
Brooklyn,Entire home/apt,125.0,1,1,45.0
Manhattan,Private room,115.0,3,2,337.0
Manhattan,Private room,68.0,3,1,45.0
Brooklyn,Entire home/apt,90.0,2,1,45.0
Manhattan,Entire home/apt,200.0,2,1,45.0
Manhattan,Entire home/apt,90.0,3,1,45.0
Brooklyn,Private room,100.0,1,2,45.0
Brooklyn,Private room,110.0,1,1,45.0
Manhattan,Entire home/apt,199.0,4,1,45.0
Manhattan,Entire home/apt,120.0,2,1,45.0
Brooklyn,Entire home/apt,125.0,4,1,45.0
Brooklyn,Private room,60.0,2,1,45.0
Brooklyn,Private room,58.0,4,1,332.0
Manhattan,Private room,64.0,2,1,45.0
Manhattan,Entire home/apt,80.0,5,1,45.0
Brooklyn,Entire home/apt,350.0,6,1,233.0
Manhattan,Private room,65.0,5,1,159.0
Manhattan,Private room,65.0,2,1,45.0
Manhattan,Entire home/apt,275.0,30,1,253.0
Manhattan,Entire home/apt,150.0,2,1,45.0
Brooklyn,Private room,80.0,2,1,45.0
Brooklyn,Private room,80.0,5,1,45.0
Brooklyn,Entire home/apt,995.0,5,1,89.0
Manhattan,Entire home/apt,160.0,30,96,365.0
Brooklyn,Private room,60.0,1,1,45.0
Manhattan,Private room,45.0,1,1,45.0
Brooklyn,Private room,75.0,1,1,45.0
Brooklyn,Private room,85.0,4,2,45.0
Manhattan,Entire home/apt,50.0,3,1,45.0
Brooklyn,Private room,50.0,10,2,45.0
Manhattan,Entire home/apt,229.0,2,1,67.0
Manhattan,Entire home/apt,240.0,2,1,45.0
Brooklyn,Entire home/apt,119.0,1,1,45.0
Brooklyn,Private room,60.0,1,1,45.0
Brooklyn,Private room,30.0,2,1,45.0
Manhattan,Entire home/apt,150.0,6,1,45.0
Manhattan,Entire home/apt,325.0,2,1,45.0
Queens,Private room,70.0,1,1,364.0
Brooklyn,Private room,45.0,1,1,45.0
Brooklyn,Entire home/apt,100.0,2,1,45.0
Manhattan,Private room,120.0,2,1,45.0
Brooklyn,Private room,450.0,1,2,364.0
Manhattan,Entire home/apt,140.0,1,1,45.0
Manhattan,Entire home/apt,79.0,4,1,45.0
Brooklyn,Private room,70.0,5,1,45.0
Manhattan,Entire home/apt,190.0,4,1,45.0
Manhattan,Entire home/apt,180.0,1,1,45.0
Brooklyn,Private room,49.0,7,1,45.0
Manhattan,Entire home/apt,220.0,1,1,45.0
Brooklyn,Entire home/apt,150.0,2,1,45.0
Brooklyn,Entire home/apt,100.0,1,1,45.0
Manhattan,Entire home/apt,112.0,4,1,45.0
Brooklyn,Entire home/apt,119.0,3,1,45.0
Brooklyn,Private room,50.0,4,1,45.0
Manhattan,Entire home/apt,120.0,4,1,45.0
Brooklyn,Private room,30.0,2,1,45.0
Brooklyn,Entire home/apt,80.0,3,1,45.0
Manhattan,Entire home/apt,225.0,2,1,45.0
Brooklyn,Private room,47.0,4,1,45.0
Manhattan,Entire home/apt,180.0,4,1,45.0
Manhattan,Entire home/apt,200.0,2,1,45.0
Manhattan,Entire home/apt,250.0,3,1,45.0
Queens,Private room,55.0,2,1,56.0
Manhattan,Private room,30.0,8,1,45.0
Brooklyn,Private room,30.0,8,1,45.0
Brooklyn,Private room,60.0,4,1,45.0
Brooklyn,Entire home/apt,100.0,15,2,211.0
Manhattan,Private room,73.0,1,1,45.0
Brooklyn,Private room,38.0,7,1,45.0
Manhattan,Entire home/apt,275.0,2,1,45.0
Manhattan,Entire home/apt,200.0,1,5,335.0
Brooklyn,Entire home/apt,150.0,2,2,364.0
Brooklyn,Entire home/apt,110.0,2,1,45.0
Brooklyn,Private room,125.0,4,2,339.0
Manhattan,Entire home/apt,115.0,2,1,45.0
Manhattan,Entire home/apt,195.0,4,1,45.0
Queens,Private room,66.0,7,1,45.0
Manhattan,Private room,70.0,15,1,45.0
Brooklyn,Entire home/apt,155.0,1,1,45.0
Manhattan,Entire home/apt,325.0,3,1,45.0
Manhattan,Entire home/apt,185.0,2,1,45.0
Manhattan,Entire home/apt,150.0,30,31,125.0
Brooklyn,Private room,75.0,3,1,45.0
Brooklyn,Private room,85.0,3,1,281.0
Manhattan,Entire home/apt,295.0,4,1,45.0
Queens,Entire home/apt,150.0,1,1,45.0
Manhattan,Entire home/apt,199.0,1,1,45.0
Manhattan,Private room,130.0,120,2,229.0
Manhattan,Entire home/apt,180.0,1,1,45.0
Manhattan,Entire home/apt,200.0,1,1,45.0
Manhattan,Entire home/apt,200.0,2,1,45.0
Manhattan,Entire home/apt,180.0,2,1,2.0
Brooklyn,Entire home/apt,70.0,6,1,45.0
Brooklyn,Entire home/apt,125.0,9,1,45.0
Brooklyn,Entire home/apt,150.0,2,1,45.0
Manhattan,Entire home/apt,95.0,1,1,45.0
Brooklyn,Private room,90.0,1,2,364.0
Manhattan,Entire home/apt,500.0,2,1,45.0
Brooklyn,Private room,67.0,4,3,45.0
Manhattan,Entire home/apt,190.0,1,1,45.0
Manhattan,Private room,60.0,3,1,45.0
Manhattan,Private room,100.0,3,1,45.0
Manhattan,Private room,140.0,14,1,45.0
Manhattan,Private room,60.0,2,1,45.0
Manhattan,Entire home/apt,139.0,3,1,45.0
Brooklyn,Entire home/apt,70.0,4,2,90.0
Manhattan,Entire home/apt,130.0,2,1,45.0
Brooklyn,Entire home/apt,100.0,7,1,45.0
Brooklyn,Entire home/apt,200.0,10,2,45.0
Manhattan,Entire home/apt,250.0,2,1,45.0
Manhattan,Entire home/apt,369.0,30,121,345.0
Brooklyn,Private room,79.0,1,1,45.0
Manhattan,Entire home/apt,200.0,5,1,45.0
Manhattan,Entire home/apt,103.0,3,1,45.0
Brooklyn,Private room,50.0,7,1,45.0
Manhattan,Entire home/apt,245.0,30,49,331.0
Brooklyn,Private room,60.0,3,1,45.0
Brooklyn,Entire home/apt,120.0,2,1,45.0
Brooklyn,Private room,65.0,5,1,45.0
Brooklyn,Private room,25.0,2,1,45.0
Brooklyn,Private room,60.0,1,1,45.0
Manhattan,Entire home/apt,109.0,1,1,45.0
Manhattan,Private room,65.0,1,2,45.0
Brooklyn,Private room,30.0,1,1,45.0
Manhattan,Entire home/apt,250.0,3,1,45.0
Queens,Private room,95.0,1,2,183.0
Manhattan,Entire home/apt,200.0,3,1,45.0
Manhattan,Private room,69.0,7,1,45.0
Queens,Entire home/apt,180.0,6,1,45.0
Brooklyn,Private room,75.0,2,2,45.0
Manhattan,Entire home/apt,250.0,1,1,45.0
Manhattan,Private room,152.0,1,5,157.0
Brooklyn,Private room,49.0,1,1,45.0
Manhattan,Shared room,75.0,1,2,45.0
Queens,Entire home/apt,200.0,5,1,45.0
Brooklyn,Private room,76.0,5,1,45.0
Brooklyn,Entire home/apt,85.0,4,2,360.0
Queens,Entire home/apt,78.0,1,1,45.0
Brooklyn,Private room,45.0,1,1,45.0
Manhattan,Private room,80.0,2,1,45.0
Manhattan,Entire home/apt,250.0,3,1,45.0
Brooklyn,Entire home/apt,170.0,3,1,45.0
Manhattan,Private room,69.0,1,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Brooklyn,Private room,35.0,1,1,45.0
Brooklyn,Private room,85.0,2,2,45.0
Brooklyn,Entire home/apt,159.0,30,52,340.0
Brooklyn,Entire home/apt,145.0,3,1,45.0
Brooklyn,Entire home/apt,185.0,5,1,45.0
Brooklyn,Private room,55.0,1,1,45.0
Queens,Private room,50.0,1,1,45.0
Manhattan,Private room,105.0,1,1,45.0
Brooklyn,Private room,48.0,30,43,306.0
Brooklyn,Entire home/apt,105.0,7,1,45.0
Brooklyn,Entire home/apt,348.0,2,1,45.0
Queens,Entire home/apt,85.0,4,1,45.0
Brooklyn,Entire home/apt,130.0,7,1,45.0
Brooklyn,Entire home/apt,170.0,4,1,45.0
Manhattan,Entire home/apt,110.0,4,1,45.0
Manhattan,Private room,110.0,1,1,45.0
Manhattan,Entire home/apt,160.0,3,1,45.0
Brooklyn,Entire home/apt,149.0,1,1,45.0
Brooklyn,Entire home/apt,125.0,3,1,45.0
Manhattan,Entire home/apt,350.0,5,1,45.0
Brooklyn,Private room,60.0,3,1,45.0
Queens,Entire home/apt,150.0,30,2,365.0
Manhattan,Entire home/apt,250.0,3,1,45.0
Manhattan,Private room,160.0,2,1,45.0
Brooklyn,Entire home/apt,99.0,1,1,45.0
Brooklyn,Entire home/apt,65.0,4,1,45.0
Manhattan,Entire home/apt,199.0,30,2,292.0
Manhattan,Private room,98.0,2,1,45.0
Brooklyn,Private room,80.0,1,1,45.0
Manhattan,Private room,120.0,1,1,45.0
Queens,Entire home/apt,140.0,1,1,45.0
Manhattan,Private room,115.0,3,1,45.0
Manhattan,Entire home/apt,380.0,2,1,45.0
Brooklyn,Entire home/apt,125.0,2,1,45.0
Brooklyn,Private room,35.0,7,3,157.0
Brooklyn,Private room,50.0,30,1,205.0
Manhattan,Entire home/apt,200.0,4,1,45.0
Manhattan,Entire home/apt,140.0,1,1,45.0
Manhattan,Private room,56.0,1,1,45.0
Manhattan,Private room,99.0,1,1,45.0
Manhattan,Entire home/apt,135.0,3,1,45.0
Brooklyn,Private room,89.0,2,2,45.0
Manhattan,Entire home/apt,120.0,1,1,45.0
Manhattan,Private room,140.0,1,1,45.0
Manhattan,Entire home/apt,350.0,4,1,45.0
Brooklyn,Private room,55.0,5,1,45.0
Brooklyn,Private room,55.0,4,1,45.0
Manhattan,Private room,175.0,1,2,45.0
Manhattan,Entire home/apt,275.0,7,1,191.0
Manhattan,Private room,65.0,2,1,45.0
Manhattan,Private room,75.0,1,1,45.0
Manhattan,Entire home/apt,150.0,3,1,45.0
Brooklyn,Private room,45.0,4,1,45.0
Manhattan,Private room,200.0,5,1,365.0
Manhattan,Entire home/apt,385.0,3,1,45.0
Manhattan,Entire home/apt,80.0,1,1,45.0
Brooklyn,Private room,60.0,5,1,45.0
Manhattan,Entire home/apt,140.0,7,1,45.0
Manhattan,Private room,70.0,3,2,45.0
Brooklyn,Private room,89.0,5,1,45.0
Brooklyn,Private room,80.0,1,1,45.0
Manhattan,Entire home/apt,140.0,1,1,45.0
Brooklyn,Entire home/apt,95.0,5,1,45.0
Manhattan,Entire home/apt,79.0,30,8,36.0
Manhattan,Private room,70.0,1,1,45.0
Manhattan,Private room,55.0,2,3,45.0
Manhattan,Private room,60.0,1,1,45.0
Brooklyn,Entire home/apt,300.0,2,1,310.0
Manhattan,Private room,135.0,3,1,219.0
Manhattan,Entire home/apt,350.0,1,2,45.0
Brooklyn,Private room,65.0,1,1,45.0
Brooklyn,Entire home/apt,223.0,1,3,45.0
Brooklyn,Private room,97.0,1,3,45.0
Manhattan,Private room,75.0,1,1,45.0
Manhattan,Private room,65.0,2,1,45.0
Manhattan,Entire home/apt,110.0,30,52,365.0
Brooklyn,Entire home/apt,90.0,2,1,45.0
Manhattan,Entire home/apt,1000.0,30,11,364.0
Manhattan,Entire home/apt,195.0,1,1,45.0
Manhattan,Private room,75.0,1,2,188.0
Manhattan,Private room,80.0,3,3,217.0
Manhattan,Entire home/apt,100.0,6,1,45.0
Manhattan,Entire home/apt,119.0,5,1,45.0
Queens,Entire home/apt,90.0,3,1,45.0
Brooklyn,Entire home/apt,200.0,2,1,45.0
Manhattan,Shared room,115.0,1,1,45.0
Brooklyn,Entire home/apt,89.0,4,1,45.0
Manhattan,Entire home/apt,220.0,2,1,45.0
Brooklyn,Private room,80.0,3,1,45.0
Brooklyn,Private room,70.0,1,1,45.0
Manhattan,Entire home/apt,250.0,1,1,45.0
Queens,Entire home/apt,120.0,2,1,45.0
Queens,Entire home/apt,190.0,2,1,45.0
Manhattan,Entire home/apt,120.0,7,2,45.0
Manhattan,Private room,90.0,10,1,45.0
Manhattan,Private room,50.0,1,1,45.0
Brooklyn,Entire home/apt,165.0,7,1,45.0
Manhattan,Entire home/apt,145.0,2,1,45.0
Brooklyn,Entire home/apt,120.0,1,1,45.0
Manhattan,Private room,72.0,2,1,45.0
Manhattan,Private room,89.0,3,4,45.0
Brooklyn,Entire home/apt,70.0,7,1,45.0
Brooklyn,Entire home/apt,115.0,2,1,45.0
Bronx,Private room,45.0,2,1,45.0
Manhattan,Entire home/apt,120.0,4,1,45.0
Brooklyn,Private room,90.0,1,5,45.0
Brooklyn,Private room,45.0,2,2,45.0
Manhattan,Entire home/apt,95.0,7,1,45.0
Queens,Private room,90.0,1,1,173.0
Manhattan,Entire home/apt,297.0,30,49,311.0
Brooklyn,Entire home/apt,329.0,4,1,45.0
Queens,Private room,65.0,1,1,45.0
Manhattan,Entire home/apt,229.0,3,1,45.0
Brooklyn,Private room,63.0,7,1,45.0
Manhattan,Shared room,120.0,3,1,178.0
Brooklyn,Private room,90.0,1,1,341.0
Brooklyn,Private room,53.0,2,1,45.0
Manhattan,Entire home/apt,150.0,5,1,45.0
Brooklyn,Private room,55.0,2,1,45.0
Brooklyn,Private room,38.0,30,1,45.0
Brooklyn,Entire home/apt,150.0,10,1,93.0
Manhattan,Entire home/apt,140.0,7,1,45.0
Manhattan,Entire home/apt,100.0,14,2,45.0
Brooklyn,Private room,66.0,1,1,45.0
Brooklyn,Entire home/apt,175.0,3,1,45.0
Manhattan,Private room,46.0,1,1,45.0
Brooklyn,Private room,90.0,2,1,45.0
Manhattan,Entire home/apt,124.0,30,1,42.0
Manhattan,Entire home/apt,100.0,2,1,45.0
Queens,Private room,349.0,1,2,365.0
Manhattan,Entire home/apt,250.0,1,2,45.0
Brooklyn,Entire home/apt,150.0,5,1,45.0
Manhattan,Entire home/apt,118.0,1,1,45.0
Brooklyn,Entire home/apt,150.0,30,1,45.0
Brooklyn,Entire home/apt,175.0,2,1,45.0
Manhattan,Entire home/apt,168.0,1,1,45.0
Brooklyn,Entire home/apt,120.0,5,1,45.0
Manhattan,Entire home/apt,180.0,3,1,45.0
Manhattan,Entire home/apt,250.0,5,1,45.0
Manhattan,Entire home/apt,145.0,3,1,45.0
Manhattan,Entire home/apt,130.0,5,1,45.0
Brooklyn,Private room,35.0,1,1,45.0
Brooklyn,Entire home/apt,100.0,7,1,45.0
Manhattan,Entire home/apt,110.0,1,1,45.0
Manhattan,Private room,65.0,30,3,365.0
Brooklyn,Entire home/apt,110.0,2,1,45.0
Brooklyn,Private room,46.0,7,1,45.0
Manhattan,Entire home/apt,275.0,5,1,45.0
Manhattan,Private room,69.0,1,1,45.0
Brooklyn,Private room,50.0,1,2,45.0
Brooklyn,Private room,42.0,15,1,45.0
Manhattan,Private room,65.0,7,1,45.0
Brooklyn,Private room,40.0,2,1,45.0
Manhattan,Private room,79.0,1,1,45.0
Bronx,Entire home/apt,80.0,1,1,45.0
Brooklyn,Private room,50.0,1,1,45.0
Manhattan,Entire home/apt,140.0,1,1,45.0
Manhattan,Private room,74.0,2,2,363.0
Manhattan,Entire home/apt,99.0,1,1,45.0
Manhattan,Entire home/apt,130.0,180,1,365.0
Manhattan,Entire home/apt,140.0,2,1,45.0
Manhattan,Entire home/apt,129.0,1,1,45.0
Manhattan,Entire home/apt,110.0,1,1,45.0
Brooklyn,Private room,100.0,1,1,45.0
Brooklyn,Private room,45.0,7,1,45.0
Queens,Entire home/apt,95.0,3,1,45.0
Manhattan,Private room,40.0,2,1,45.0
Manhattan,Private room,60.0,15,1,45.0
Brooklyn,Private room,84.0,2,1,364.0
Brooklyn,Entire home/apt,350.0,5,1,45.0
Brooklyn,Entire home/apt,225.0,5,1,188.0
Manhattan,Entire home/apt,100.0,1,1,45.0
Manhattan,Entire home/apt,152.0,1,1,45.0
Brooklyn,Entire home/apt,490.0,7,1,45.0
Manhattan,Entire home/apt,250.0,1,1,45.0
Manhattan,Entire home/apt,170.0,1,1,45.0
Queens,Private room,50.0,5,1,45.0
Brooklyn,Private room,65.0,1,1,45.0
Manhattan,Entire home/apt,120.0,1,1,45.0
Brooklyn,Private room,50.0,1,1,45.0
Brooklyn,Entire home/apt,165.0,30,1,365.0
Manhattan,Private room,45.0,2,1,45.0
Brooklyn,Entire home/apt,120.0,7,1,45.0
Manhattan,Private room,250.0,1,2,45.0
Manhattan,Entire home/apt,140.0,7,1,45.0
Brooklyn,Private room,45.0,1,1,45.0
Manhattan,Entire home/apt,130.0,14,1,332.0
Brooklyn,Private room,38.0,1,1,45.0
Queens,Entire home/apt,138.0,1,1,41.0
Manhattan,Private room,90.0,3,1,45.0
Manhattan,Private room,70.0,3,1,45.0
Queens,Private room,66.0,1,1,45.0
Manhattan,Private room,80.0,1,1,45.0
Brooklyn,Entire home/apt,70.0,2,1,45.0
Manhattan,Entire home/apt,229.0,3,1,45.0
Queens,Private room,40.0,4,1,45.0
Brooklyn,Entire home/apt,144.0,5,1,45.0
Brooklyn,Private room,40.0,1,1,45.0
Brooklyn,Entire home/apt,125.0,3,1,45.0
Manhattan,Private room,56.0,7,1,45.0
Brooklyn,Private room,80.0,1,3,45.0
Queens,Entire home/apt,120.0,7,1,45.0
Brooklyn,Entire home/apt,90.0,1,1,45.0
Manhattan,Entire home/apt,281.0,1,1,45.0
Brooklyn,Private room,100.0,2,1,45.0
Brooklyn,Entire home/apt,168.0,2,1,45.0
Brooklyn,Private room,64.0,5,2,45.0
Brooklyn,Private room,55.0,1,1,45.0
Manhattan,Private room,74.0,1,2,188.0
Manhattan,Entire home/apt,200.0,3,1,45.0
Brooklyn,Private room,66.0,1,1,45.0
Manhattan,Entire home/apt,194.0,2,1,45.0
Manhattan,Private room,80.0,3,1,45.0
Brooklyn,Private room,45.0,1,1,45.0
Brooklyn,Entire home/apt,75.0,2,1,45.0
Brooklyn,Private room,73.0,1,2,45.0
Brooklyn,Private room,38.0,2,1,45.0
Manhattan,Entire home/apt,180.0,4,1,280.0
Manhattan,Private room,90.0,5,1,45.0
Brooklyn,Entire home/apt,259.0,1,1,45.0
Queens,Entire home/apt,120.0,1,1,45.0
Queens,Private room,50.0,3,1,45.0
Brooklyn,Private room,65.0,1,2,45.0
Manhattan,Private room,60.0,3,1,45.0
Brooklyn,Private room,60.0,3,1,45.0
Manhattan,Private room,100.0,3,1,45.0
Brooklyn,Private room,50.0,1,1,45.0
Manhattan,Entire home/apt,140.0,2,1,45.0
Manhattan,Entire home/apt,490.0,3,2,45.0
Manhattan,Entire home/apt,249.0,3,1,45.0
Brooklyn,Private room,49.0,1,1,45.0
Brooklyn,Private room,70.0,3,1,45.0
Brooklyn,Private room,60.0,1,1,45.0
Brooklyn,Private room,155.0,4,1,45.0
Brooklyn,Private room,75.0,2,1,45.0
Bronx,Private room,40.0,1,1,45.0
Manhattan,Private room,200.0,1,1,45.0
Brooklyn,Private room,75.0,2,1,45.0
Brooklyn,Entire home/apt,100.0,2,1,45.0
Queens,Private room,59.0,1,5,359.0
Manhattan,Private room,35.0,1,1,45.0
Brooklyn,Entire home/apt,144.0,15,1,45.0
Manhattan,Entire home/apt,129.0,2,1,45.0
Queens,Entire home/apt,500.0,1,1,45.0
Manhattan,Private room,103.0,1,1,45.0
Manhattan,Entire home/apt,200.0,3,1,45.0
Brooklyn,Entire home/apt,150.0,7,1,45.0
Brooklyn,Entire home/apt,185.0,3,1,45.0
Manhattan,Private room,85.0,20,3,128.0
